1615998558.8159032,-4.4166020885,-9.397616259500001,-0.5153791291250001
1615998558.933503,-4.368490772369462,-9.192666841476592,-0.5252069898608585
1615998559.1076484,-4.288507809189317,-9.002331964867896,-0.5554630670550011
1615998559.2271798,-4.180733639998586,-8.803639173179354,-0.5782232797504006
1615998559.5991797,-4.0828912439274365,-8.462025023419239,-0.599274178145867
1615998559.6491919,-3.9863174707431326,-8.263265895691678,-0.609924884447949
1615998559.8076124,-3.8322576646996476,-7.911871489271434,-0.6281149123867913
1615998560.20499,-3.6349287986263605,-7.661474897862356,-0.6524163707752657
1615998560.3157368,-3.555137855709896,-7.348342789979396,-0.6667684217625355
1615998560.4401672,-3.4922430533188082,-7.140637479212936,-0.6399983951344478
1615998560.5530772,-3.4726398523921866,-7.043499967942832,-0.6567513503005595
1615998560.6135616,-3.4628855823862863,-6.937037420394962,-0.7475285859452826
1615998560.8462927,-3.3900162764842463,-6.731246278339933,-0.8116558474084428
1615998561.009274,-3.3704125074176186,-6.495547424282239,-0.8350517560295885
1615998561.0621338,-3.3563083823434425,-6.462966950039417,-0.8397387384692926
1615998561.1235795,-3.374125095534808,-6.4138476577336325,-0.8519309375737537
1615998561.2437935,-3.327043526985864,-6.27828634724973,-0.8680780333118678
1615998561.307128,-3.312946195940857,-6.215249000700065,-0.8790542426444721
1615998561.6384883,-3.165294928648805,-5.889135656181048,-0.827179818146385
1615998561.8255196,-3.0643358172499027,-5.700435434864116,-0.9251458385254393
1615998562.1063204,-2.9776003324878455,-5.712760174618085,-0.8700845729681412
1615998562.2315402,-2.896146687119074,-5.436407448663829,-0.9431576878430489
1615998562.5870621,-2.835273480073196,-5.302855373148435,-0.8838227367126054
1615998562.6959364,-2.7746255299415417,-5.274390710710553,-0.8444370801095042
1615998563.029855,-2.7233493636059802,-5.209289087864621,-0.8025253758242401
1615998566.828524,-2.8703500669743733,-4.834332054481821,-0.9272021948312077
1615998566.8795536,-3.0045287256415834,-4.800199596597633,-0.9110774961540667
1615998567.0832005,-3.184360044211303,-4.6310772908790865,-0.9111565921907948
1615998571.2248008,-3.3800796607103014,-4.349175327182559,-0.8082834080811746
1615998573.1535554,-3.121353299956721,-3.8225499171118047,-0.21638736537482242
1615998573.4137232,-2.9266869228845285,-3.756812847689751,-0.23313384254787087
1615998573.465336,-2.8864489118917986,-3.5800489497313337,-0.34433059129534616
1615998573.5677257,-2.9409028074671015,-3.54302063678427,-0.25074704132772785
1615998573.6189613,-2.9503344719325217,-3.6463919533511406,-0.17386144095325295
1615998573.6703382,-2.8834356965316537,-3.7345082346946583,-0.13382698604550036
1615998573.7217317,-2.715220926658967,-3.8358654281159925,-0.19613779823296296
1615998573.8242023,-2.330475617970088,-4.2069351714717715,-0.5122870538194245
1615998573.8752947,-2.2053877403907585,-4.338366237443888,-0.6386106097839338
1615998573.9266229,-2.107860806197279,-4.4921769438323125,-0.8061001835021138
1615998573.977985,-2.054220649288179,-4.626864516680595,-0.9999759765073244
1615998574.1810935,-2.2592132747895604,-4.8364139932582395,-1.2899993366737574
1615998574.2345576,-2.6343564479768857,-5.018789253982032,-1.496289216648958
1615998574.2861655,-2.9454513175943693,-5.171538646768516,-1.6990289244065147
